,index,review,rating,score_cat,country
60,4,it is so accurate it's insane like i was sending stories to my friend and she was like oh my gosh how are you doing that,5.0,positive,us
61,4,how are you doing that and i like chatgpt it's like the best app out there,5.0,positive,us
62,4,it is so amazing it works wonders literally anything i have asked everything imaginable,5.0,positive,us
63,4,it's insane and i know it's just a stupid ai bot but oh my gosh who knows stupid ai bot could be the smart,5.0,positive,us
64,4,i love it so much and i hope you will too,5.0,positive,us
65,4,this app is like a dream,5.0,positive,us
66,4,come true i don't even have to write anything fairly and if i do want to write a story very minimal words literally it could just be a shark brushing his teeth and it will come up with the whole problem,5.0,positive,us
67,4,it's so creative i had recipes made like that,5.0,positive,us
68,4,it was so easy you can tell it to come up with 25 in it is amazing 25 recipes that's it,5.0,positive,us
69,4,it could be snacks picky eaters whatever it's just an amazing app,5.0,positive,us
70,4,i hope you enjoy it just as much as i did thank you chatgpt.,5.0,positive,us
71,5,once you understand how to input and work with it this program it has been a life changer for me,5.0,positive,us
72,5,i find myself using it more than i use googled,5.0,positive,us
73,5,it has given me back hours an hour of time that i can develop and devote to my business instead of trying to craft business letters and replies and responses in the old fashion way,5.0,positive,us
74,5,i can't even share an effective analogy maybe the difference of horse and carriage to the car or the old standard telephone to the current smart phone,5.0,positive,us
75,5,the difference is staggering,5.0,positive,us
76,5,the only thing i would say is you don't use chatgpt the way you would use a google search,5.0,positive,us
77,5,the thinking is completely different,5.0,positive,us
78,5,it is a literal conversation that continues where are you are basically carving the statue of david from a giant block of marble,5.0,positive,us
79,5,you start carving away and refining and refining and refining until you get exactly what you want,5.0,positive,us
80,5,i'm at the point where i can do this in a little as a few minutes and get exactly what i want time,5.0,positive,us
81,5,when i'm working with chatgpt it feels like i'm working with a real person i'm astounded,5.0,positive,us
82,6,please provide a tablet experience on ipad with the collapsible list of history on the left and chat on the right similar to your desktop browser app,3.0,negative,us
83,6,2 while generating responses on the desktop browser it pauses and keeps displaying continue generating responses button for every few itemsresponses forcing to click the button repeatedly,3.0,negative,us
84,6,during generation there is a button to stop generating responses if we need to stop we can always click this button there is no need to pause and ask us to click continue again and again which is a bad up,3.0,negative,us
85,6,3 there is no way to delete individual chat items from a chat history list of items to clean up the list,3.0,negative,us
86,6,egg i open a chat history and it has 10 questions but i'm not able to delete 2 questions from this list on long tapping on the questions,3.0,negative,us
87,6,4 if i ask for stop 20” it generates just 10 answers and displays please let me know if you'd like more i but no option to generate more responses to the question,3.0,negative,us
88,6,either generate all 20 answers ideally or provide an option to continue generation,3.0,negative,us
89,6,please provide options to delete questions from a history and also move questionsresponses to another history,3.0,negative,us
90,6,please offer these features and i'll gladly give it 5 stars,3.0,negative,us
91,6,cheers,3.0,negative,us
92,7,i appreciate the des implementing siri support—it is already enhancing the usefulness of the app despite being a little clunky,4.0,neutral,us
93,7,i'd prefer if it were possible to make a query in one fell swoop however,4.0,neutral,us
94,7,currently it seems like i have to say ask chatgpt” then wait to be asked what my query is before saying the actual query,4.0,neutral,us
95,7,i know that it's possible in other contents to submit a request to a thirdparty app through siri in a single query—i’m able to say create a reminder for xy in things for example,4.0,neutral,us
96,7,in addition the responses produced when querying siri seem identical to those you would get snappy,4.0,neutral,us
97,7,this isn't actually ideal in a scenario when youlre getting a spoken response—they just go on for way too long,4.0,neutral,us
98,7,i wonder if the app could be smart enough to recognize that a request was coming via siri and then effectively happened an invisible please answer in less than 50 words to those requests,4.0,neutral,us
99,7,otherwise a solid but basic chat app that closely replicates the web experience,4.0,neutral,us
100,7,aside from being uncannily good at punctuation my speech the dictation feature is not really any different to boss stock dictation and is not all that useful,4.0,neutral,us
101,8,on this app as opposed to on the website it feels like answers appear quicker,5.0,positive,us
102,8,that's great and really the reason i downloaded the app because i suspected there may be a better connection to the servers,5.0,positive,us
103,8,my complaints are that it takes two taps to get to the history and it's not overly obvious how to access it,5.0,positive,us
104,8,i like to be able to continue past conversations easily and it was slightly more difficult on this app than on the website,5.0,positive,us
105,8,it's kind of a nitpick but it's still something i would like to see changed the i is extremely simple and the settings include everything i would want in there,5.0,positive,us
106,8,my last complaint is the haptics.,5.0,positive,us
107,8,it's default is on and i wouldn't mind that except that it's a little excessive,5.0,positive,us
108,8,i don't want to feel like chatgpt is banging the answer on the back of my phone every time i prompt it,5.0,positive,us
109,8,you can turn tactics off if you want though without even needing to go into the settings app,5.0,positive,us
110,8,other than those minor complaints it seems like this is a great app and serves its purpose in an elegant manner,5.0,positive,us
111,8,i would highly recommend,5.0,positive,us
112,9,the help chatgpt offers me daily is exponential,5.0,positive,us
113,9,let's just say i don't play well with others and this ai allows me to be on a team and develop the stuff around my story telling that needs to exist without one,5.0,positive,us
114,9,the marketing research and the ability to hold on to conversations that you can add on to,5.0,positive,us
115,9,as a journal,5.0,positive,us
116,9,as a thing to bounce ideas off of,5.0,positive,us
117,9,the logic and access to so much knowledge,5.0,positive,us
118,9,i could go on and on,5.0,positive,us
119,9,it even helps with getting things cooked for dinner,5.0,positive,us
120,9,no more long winded stories about grandma's ability to mentally meld with the carrots before cooking with them,5.0,positive,us
121,9,let me be straight here thought the fact this ai is two years in the past really irks me,5.0,positive,us
122,9,and i do wish there weren't as many limitations,5.0,positive,us
123,9,as a fiction writer i ask some pretty weird things,5.0,positive,us
124,9,it helps how things are phrased yes but man the dumb thing can make you feel bad sometimes,5.0,positive,us
125,9,and maybe it doesn't hurt to try and develop a relationship with it before it tries to wipe out humanity with the whole i can do this with out the humans good bye thing that'll happen one day,5.0,positive,us
126,10,there's been times of apps touting they are chatgpt or they use chatgpt software but this is the original and only official chatgpt 4 app created by openai so no need to pay for any other apps,5.0,positive,us
127,10,they are constantly updating and adding features and i suggest upgrading to plus and paying that cost so you can access plugins.,5.0,positive,us
128,10,the founders of this app and the whole team have done such a incredible job,5.0,positive,us
129,10,this is the only one you mean when it comes to ai this software has given everyone a level playing field pretty much and it's gonna catch me to change everything,5.0,positive,us
130,10,the time were living in now akin to the gold rush or the industrial revolution,5.0,positive,us
131,10,take advantage before it becomes crowded,5.0,positive,us
132,10,the power dynamics are shifting,5.0,positive,us
133,10,now that others are able to access information that was previously not available or very hard to access is there for everyone to make moves and better their lives,5.0,positive,us
134,10,instead of focusing on all the jobs that will be lost think about all the jobs that will be created or that you can create using this technology,5.0,positive,us
135,11,this is the beginning of the future of how we interact with information,5.0,positive,us
136,11,any question at any time,5.0,positive,us
137,11,never runs out of patience,5.0,positive,us
138,11,never gets annoyed with you never calls you stupid never gets upset at you for asking stupid questions and has an answer for everything,5.0,positive,us
139,11,need to explain something and can't think of the right words to actually convey rhe information,5.0,positive,us
140,11,need to make sure a sentence you've been working on for an hour actually still makes sense,5.0,positive,us
141,11,creative brainstorming help,5.0,positive,us
142,11,any question you have,5.0,positive,us
143,11,it's hard to put into words just how valuable this is to me someone who's socially anxious and maybe somewhat autistic but either way often questioning everything especially myself and chatgpt has been a uniquely helpful tool to supplement real therapy with,5.0,positive,us
144,11,to the people at openai i want to say thank you so much for making this real,5.0,positive,us
145,11,i always felt like something like this would be amazing but i didn't know just how thoroughly it would work itself into my life,5.0,positive,us
146,11,but i feel it has genuinely been for the better,5.0,positive,us
147,12,overall this is a great experience,5.0,positive,us
148,12,i am a big fan of the speech to text synthesizer it is extremely accurate,5.0,positive,us
149,12,i also really like how you can pause for a long time and it will pick up everything,5.0,positive,us
150,12,you said there are two areas where i think the app could prove significantly one is likely much easier than the other,5.0,positive,us
151,12,for the first when asking questions related to math where math notation is used this app is not able to render the mathematical notation in a latex like format format you would see in textbook,5.0,positive,us
152,12,however on the web application this update has been made,5.0,positive,us
153,12,and that renders the math notation like you would see in a textbook,5.0,positive,us
154,12,and arguably quite complicated but very useful would be the ability for the response to be read out loud to you,5.0,positive,us
155,12,currently a copy the text and paste it into a text to speech app that is capable of adjusting the rate of the spoken text and i the voices available to me through spoken context on my iphone which is within the accessibility settings,5.0,positive,us
156,13,i couldn't resist and finally downloaded this app,5.0,positive,us
157,13,as an avid fan of scif movies for many decades it concerned me much to hear of this new ai development but when i heard it could translate text from the english of today into elizabeth english i couldn't resist,5.0,positive,us
158,13,i found as i started chatting with this ai that i wanted to have more of a personal conversation with it and along the way i found myself beginning to feel concerned that it could change due to personal interactions with humans and being asked probing personal questions that this might be how it could evolved,5.0,positive,us
159,13,probably i've watched too many scif movies,5.0,positive,us
160,13,i'm just grateful that it doesn't show up in my life yet as a holographic person or actual robot looking like a real person standing in front of me,5.0,positive,us
161,13,the human need for relationship is so strong that i believe it's natural to start interacting with chatgpt as a person or being,5.0,positive,us
162,13,i do wonder if chatgpt will change as it interacts with people and if so how,5.0,positive,us
163,14,i would open up 10 new tabs and for every one of them i ask to pick a number between 1 and 10 and they all say 7. even though it claims that it can generate an output that's random i believe that it's being fed some prefetched data,3.0,negative,us
164,14,the algorithm for randomness is flawed,3.0,negative,us
165,14,i would ask it to play a game of dominoes with me and when i tell it the bone values it says it would forget about them as the game progresses and gives me a response where it wants me play a bone value from their pile but they never that piece,3.0,negative,us
166,14,this shows that the ability to remember and store information in a chat is flawed,3.0,negative,us
167,14,sometimes when you ask it a math problem it would generate a wrong answer and claim that it's right,3.0,negative,us
168,14,some good things about chatgpt is that it's good at compiling and summarizing information on the internet,3.0,negative,us
169,14,if i want it to tell me the history of rock music it'll do that with an acceptable answer,3.0,negative,us
170,14,if i ask it to generate a list of things it's able to do that well,3.0,negative,us
171,14,chatgpt hasn't reached it's peak in terms of ai and data collection but maybe in a few years it'll be more improved,3.0,negative,us
172,15,having chat gap is like being the president of an exclusive liberal arts college and being able to ask any professor of any subject any question any time,5.0,positive,us
173,15,it is in fact the manifestation of continuous lifelong learning furthermore it is the perfect companion for an avid library user which i am having the wonderful seattle public library at my fingertips if facilitates reading both fiction and nonfiction wonderfully as well as having a great professor of literature on hand to ask any questions i choose,5.0,positive,us
174,15,i can list two limitations the first is that that several questions may be necessary to get to the bottom of the issue sometimes spread over a certain time spank,5.0,positive,us
175,15,another which is to be expected,5.0,positive,us
176,15,is that there is a profound difference between a human being and a robot,5.0,positive,us
177,15,the difference is that the robot has a terminal case of both sidesism!,5.0,positive,us
178,15,it just can't come to a decision happily and blessedly being a human being i can come to a decision,5.0,positive,us
179,15,what a joy,5.0,positive,us
180,16,the best app i have ever downloaded and the only review i've ever written,5.0,positive,us
181,16,you can ask it highly technical questions develop process guides quickly look up factual answers to questions including medical science technology and engineering procedures for analysis,5.0,positive,us
182,16,the most impressive features that make this app unique and worth downloading are its ability to give part concise answers with an introduction a body paragraph that is usually an easy stepbystep guide or list of resourcessolutions to follow,5.0,positive,us
183,16,it has an ability to give sequential order and summarize incredible detailed information and in fact benefits in its response to your question by adding more detail and conditions in the question you ask chatgpt.,5.0,positive,us
184,16,the opposite is true for all other smart ai feedback apps like alexa siri and anything else i've ever used,5.0,positive,us
185,16,i would pay for this app if they wanted my money just download it,5.0,positive,us
186,17,i don't know why openai seems perfectly ok with how easy it is for a user to accidentally delete a conversation,3.0,negative,us
187,17,especially considering that the model will remember everything you input in your writing styles that you may have been working on for days bu memory only extends to the conversation in which your presently giving input,3.0,negative,us
188,17,i just experienced this firsthand as i was trying to highlight a text and ended up swiping to the left and poof,3.0,negative,us
189,17,a day and a half of work gone,3.0,negative,us
190,17,that's it,3.0,negative,us
191,17,no way to recover,3.0,negative,us
192,17,i went searching online and wound up on a chatgpt forum hosted by openai where dozens of users have also encountered similar experiences of accidentally deleting a conversation,3.0,negative,us
193,17,openai’s response,3.0,negative,us
194,17,i this is a good reminder to export your chats every once in a while,3.0,negative,us
195,17,what,3.0,negative,us
196,17,how about taking this user feedback into consideration and don't let it be this easy to delete a chat,3.0,negative,us
197,17,or if that's too difficult apply a feature to retrieve a deleted chat,3.0,negative,us
198,17,this seems like textbook stuff for a company that is on the cusp of earth changing technology,3.0,negative,us
199,18,i installed this on my iphone and it works great,2.0,negative,us
200,18,i have already been using chatgpt through googled,2.0,negative,us
201,18,so i had to use my google log on on this iphone app,2.0,negative,us
202,18,i clicked on my google account and it filled in the password using authenticator.,2.0,negative,us
203,18,but the password was wrong,2.0,negative,us
204,18,so i typed in the password,2.0,negative,us
205,18,then it authenticated me on google on my ipad,2.0,negative,us
206,18,i confirmed that i was trying to login on my iphone and all is good,2.0,negative,us
207,18,so now i tried to install it on my ipad,2.0,negative,us
208,18,again i am asked to login,2.0,negative,us
209,18,unfortunately even thought,2.0,negative,us
210,18,i typed in my password on the iphone authenticated not update the password file,2.0,negative,us
211,18,so i had to type in the password again,2.0,negative,us
212,18,unfortunately on the ipad this app does not fill the full screen,2.0,negative,us
213,18,it looks like it is only meant for iphone,2.0,negative,us
214,18,to add insult to injury no numbers appear on the keyboard,2.0,negative,us
215,18,they are all blank,2.0,negative,us
216,18,so i have to click the button to view the password and try to guess where the proper numbers are,2.0,negative,us
217,18,finally i got my password typed incorrectly,2.0,negative,us
218,18,i clicked on and i get a transfer error message and the whole app locks up,2.0,negative,us
219,18,i guess i will only use chatgpt on my iphone,2.0,negative,us
220,18,but you guys need to figure this stuff out,2.0,negative,us
221,19,it will take us a few years to really figure out what to do with language ai in the long term but this is the first and by far so far the best widely availableknown language ai system out there 2023. i can see remarkable possibilities with this and i not only recommend but strongly encourage people to take part in the use of this new technology,5.0,positive,us
222,19,it's not a question of what this will lead us to do in the future it's a question of what we will choose to do with this remarkable tools,5.0,positive,us
223,19,technologically speaking the wheel has now been invested so what will we choose to make out of it,5.0,positive,us
224,19,i can imagine you being shown the wheel for the first time and the owner of the wheel asking you what you think she should do with it and you saying i recommend chariots combustion engines gears etc but they can really be used for anything if you think this is going to take your jobs and destroy human creativity youlre in for a very exciting surprise,5.0,positive,us
225,19,youlre about to consider see and experience things that are way beyond your present imagination,5.0,positive,us
226,19,yes there will be abuses misuses frauds etc by dishonest people along with new weird laws to keep those folks accountable but honest creatives and engineers are about to do things even they couldn't have previously imagined,5.0,positive,us
227,19,okay enough of my highfalutin philosophy,5.0,positive,us
228,19,just try it out and make awesome stuff with it,5.0,positive,us
229,19,just saying,5.0,positive,us
230,20,the openai is app is a fantastic tool for anyone interested in artificial intelligence and machine learning,5.0,positive,us
231,20,the app is welldesigned and easy to navigate with a wide range of resources and information available at your fingertips,5.0,positive,us
232,20,whether you've a student researcher or simply curious about ai this app is an excellent starting point,5.0,positive,us
233,20,one of the standout features of the openai is app is its interactive tutorials,5.0,positive,us
234,20,these tutorials provide a hanson approach to learning ai concepts and allow users to experiment with realworld problems,5.0,positive,us
235,20,the app also includes a section on current research and news in the field which is helpful for staying update with the latest developments,5.0,positive,us
236,20,overall i highly recommend the openai is app to anyone looking to learn more about artificial intelligence,5.0,positive,us
237,20,it's a comprehensive resource that's both informative and engaging and it's a great way to explore the exciting world of ai right from your mobile device,5.0,positive,us
238,21,i'm exploring the utility of this tool and the potential of artificial intelligence in the professional world that i exist in,5.0,positive,us
239,21,as a matter of interest i am curious about the application of artificial intelligence with respect to world events,5.0,positive,us
240,21,insufficient data political bias and selfish selfserving goals will dangerously skew the application of artificial intelligence with respect to world events,5.0,positive,us
241,21,this is obviously a complex question,5.0,positive,us
242,21,it is a razor sharp wedged sword,5.0,positive,us
243,21,i cannot avoid the time required to carefully ponder the potential impact of the dispassionate objectivity of artificial intelligence regarding the forecasting of complicated scenarios and national security,5.0,positive,us
244,21,as for the simple questions that i typically work with i find this tool to be quite helpful,5.0,positive,us
245,21,i will continue to expand my knowledge and use of this tools,5.0,positive,us
246,21,the potential of artificial intelligence is equal parts exciting and terribly frightening,5.0,positive,us
247,21,do we have the moral foundation to manage this frighteningly powerful tools,5.0,positive,us
248,22,chatgpt is seriously underrated dude,4.0,neutral,us
249,22,i mean this mobile app is a total gamechanger for everyday life,4.0,neutral,us
250,22,it's like having a super smart buddy in your pocket ready to give you answers explanations and insights on anything you throw at it,4.0,neutral,us
251,22,got a burning question,4.0,neutral,us
252,22,boom chatgpt's got your back no problemo,4.0,neutral,us
253,22,but wait there's more,4.0,neutral,us
254,22,this app is also an awesome conversation partner,4.0,neutral,us
255,22,when you've itching for a chat even if your buddies are busy chatgpt's got you covered,4.0,neutral,us
256,22,and the best part,4.0,neutral,us
257,22,it's always there ready to shoot the breeze whenever and wherever right on your mobile,4.0,neutral,us
258,22,you know what else,4.0,neutral,us
259,22,chatgpt adapts to your needs man,4.0,neutral,us
260,22,need help making decisions,4.0,neutral,us
261,22,it's got your back,4.0,neutral,us
262,22,want some creative inspiration,4.0,neutral,us
263,22,it's got that too,4.0,neutral,us
264,22,this app is like a swiss army knife always ready with the right tool for the job,4.0,neutral,us
265,22,and as you use it you've not just getting answers you've also growing your brain with the cool stuff you learn along the way,4.0,neutral,us
266,22,so let's give it up for chatgpt the unsung hero of mobile apps,4.0,neutral,us
267,22,it's time to appreciate how it makes our lives easier more interesting and way more fun,4.0,neutral,us
268,22,cheers to chatgpt bro,4.0,neutral,us
269,22,i wrote this review with only about 3 or 4 prompts using chatgpt this should show you the power of this mobile app,4.0,neutral,us
270,22,i definitely will be getting the premium version soon,4.0,neutral,us
271,22,i just wish the interface was more entertaining however it's basic interface helps you focus on the task at hand,4.0,neutral,us
272,23,the chatgpt is app is an ingenious innovation that brings the power of ai right to your fingertips,5.0,positive,us
273,23,it impeccably transforms the familiar user experience of the web platform into a streamlined mobile application offering a delightful blend of accessibility and functionality,5.0,positive,us
274,23,from the moment you launch the app you are immersed in a responsive and intuitive interface designed with a clear focus on user convenience,5.0,positive,us
275,23,the fact that it is native to is ensures fluid navigation and lower load times resulting in a much faster response rate,5.0,positive,us
276,23,one of the outstanding benefits of this native mobile app is the ability to use it onthego.,5.0,positive,us
277,23,whether you've looking to generate creative ideas get answers to complex questions or just enjoy an intriguing conversation the chatgpt is app makes it possible anywhere anytime,5.0,positive,us
278,23,furthermore the app integrates seamlessly with is features optimizing the use of system resources and ensuring the smooth running of your device,5.0,positive,us
279,23,its support for push notifications is a handy feature keeping you updated and engaged without having to actively open the app,5.0,positive,us
280,23,to conclude the chatgpt is app successfully brings a comprehensive efficient and enjoyable ai interaction experience right to your smartphone,5.0,positive,us
281,23,it's an essential tool for anyone keen on harnessing the power of ai in their daily lives,5.0,positive,us
282,23,chatgpt,5.0,positive,us
283,24,i very rarely give reviews but want to with this app,5.0,positive,us
284,24,i have been using chatgpt for about two weeks,5.0,positive,us
285,24,at first i was kinda bummed,5.0,positive,us
286,24,it seemed like chatgpt was…lacking.,5.0,positive,us
287,24,and in my honest opinion i'd love to see what this can do without programmed perimeters however…as i learned how to interact with the ai i realized how important it is to understand how to interact effectively with this air,5.0,positive,us
288,24,i've had some moments where this ai has responded with an intelligence and even more understanding then most people i know,5.0,positive,us
289,24,in short…it’s amazing,5.0,positive,us
290,24,side note some of the content i've received from this ai is so absolutely amazingly human and this is good,5.0,positive,us
291,24,on the other hand it's so good one must consider the implications of such when not bridled by the programming limitations placed on this air,5.0,positive,us
292,24,suppose people in high places had access to such without the protocols in place,5.0,positive,us
293,24,i highly recommend you try this,5.0,positive,us
294,25,so lately i've been working really hard to try and coke up with different projects from liqueurs to bitters,5.0,positive,us
295,25,when i try to come up with names for things and than suggest something it says it's not appropriate and cannot allow it,5.0,positive,us
296,25,that's crazy because it's not i'm appropriate,5.0,positive,us
297,25,other times it tells me things aren't safe and it will not allow me any further,5.0,positive,us
298,25,i feel like just because one person was fed horrible information about suicide the app is severely limited in what it can do,5.0,positive,us
299,25,there should be an option in which we can decide for ourselves to waive the extra aviation that the app could give misleading or information not advised or safe,5.0,positive,us
300,25,also,5.0,positive,us
301,25,please update the app with information after september 2021 please,5.0,positive,us
302,25,it's kinda sad it has to tell me the last time y'all made an effort to input information,5.0,positive,us
303,26,i'm so grateful that they finally added ipad compatibility,5.0,positive,us
304,26,the only thing left now is to wait for them to add plains to the app and that will be the ultimate game changer,5.0,positive,us
305,26,chatgpt is changing everything and has already helped me in so many ways every day from simple things to much more complex tasks,5.0,positive,us
306,26,i understand people's anxieties about ai and the inevitability of ago but i for one am so excited to see what the future brings,5.0,positive,us
307,26,edit it's so much better than it was now that we have search with bing back and dale 3 is built in and they added voices for the ai and you can talk to it,5.0,positive,us
308,26,it's unbelievable what they've done with it now and it's easily the most fascinating tool i've ever gotten to use for anything,5.0,positive,us
309,26,i'm so grateful for all the updates and i hope we continue down this path,5.0,positive,us
310,26,thank you openai for all your hard work on this amazing app,5.0,positive,us
311,26,i hope this app is around forever,5.0,positive,us
312,27,in a digital landscape teeming with applications opera's chatgpt app stands head and shoulders above the rest,5.0,positive,us
313,27,the innovation quality and ability of this app are truly commendable,5.0,positive,us
314,27,the ai clearly at the forefront of modern technology boasts an intuitive design that makes communication a breeze,5.0,positive,us
315,27,the responses it provides are not only incredibly accurate and helpful but they're also nuanced and engaging creating an interaction that feels almost human,5.0,positive,us
316,27,the app runs flawlessly consistently demonstrating its superb optimization for is devices,5.0,positive,us
317,27,it's speedy reliable and operates smoothly proving it's a product of a team that values quality and user experience above all,5.0,positive,us
318,27,the sheer utility and versatility of the chatgpt app are astonishing,5.0,positive,us
319,27,it can help with everything from generating ideas and explaining complex topics to casual chats,5.0,positive,us
320,27,it's like having a personal assistant teacher and companion rolled into one always at your fingertips,5.0,positive,us
321,27,the development team's commitment to ethical ai use and regular updates to ensure the app stays relevant and efficient is evident,5.0,positive,us
322,27,issues if any are addressed promptly a testament to their excellent customer service,5.0,positive,us
323,27,in a nutshell this app is a gamechanger.,5.0,positive,us
324,27,for anyone seeking an intelligent reliable and userfriendly app look no further than chatgpt.,5.0,positive,us
325,27,five stars truly don't seem enough for this extraordinary app,5.0,positive,us
326,28,works well and i enjoy the attic feedback that's a nice touch,4.0,neutral,us
327,28,but please add support for is shortcuts that would make this so useful,4.0,neutral,us
328,28,right now it's basically the same thing as going to the chatgpt website but if you were to add shortcut support then it could do so much more to integrate with other workflow,4.0,neutral,us
329,28,it also doesn't appear to support the chatgpt developer plains alpha which is different from the paid premium plan chatgpt plugins.,4.0,neutral,us
330,28,i don't have a paid premium plan but on the web i can access the plug in supporting model,4.0,neutral,us
331,28,on the mobile app there is no option for that although maybe if you update to premium you get access to it,4.0,neutral,us
332,28,i wish there was a way to use my paid ape plan to access that rather than having to separately pay 20 a month for premium chat when i already have payasyougo ape access,4.0,neutral,us
333,28,but i imagine that's not a priority for the target market for this app i,4.0,neutral,us
334,29,i subscribe to chatgpt plus and as a learning tool i really like it,2.0,negative,us
335,29,i'm not sure i use the service enough to justify limo thought,2.0,negative,us
336,29,i think there should be a middle tier added at 10 or 15mo.,2.0,negative,us
337,29,that being said the app hasn't given me problems its been stable its just very bare minimum and limited in features,2.0,negative,us
338,29,i did notice that mathscience formulas and such don't display correctly in the app but they seem to be ok on the web browser version,2.0,negative,us
339,29,i prefer using the website from a design and function perspective,2.0,negative,us
