,date,review,rating,userName,title,country,at_ymd,at_q,at_ym,at_m,at_wd,score_cat
10,2023-06-15 15:39:10,there's been times of apps touting they are chatgpt or they use chatgpt software but this is the original and only official chatgpt 4 app created by openai so no need to pay for any other apps they are constantly updating and adding features and i suggest upgrading to plus and paying that cost so you can access plugins. the founders of this app and the whole team have done such a incredible job this is the only one you mean when it comes to ai this software has given everyone a level playing field pretty much and it's gonna catch me to change everything the time were living in now akin to the gold rush or the industrial revolution take advantage before it becomes crowded the power dynamics are shifting now that others are able to access information that was previously not available or very hard to access is there for everyone to make moves and better their lives instead of focusing on all the jobs that will be lost think about all the jobs that will be created or that you can create using this technology,5.0,thedollbaby710,The app of all apps for AI,us,06/15/23,2,2023-06,June,Thursday,positive
11,2023-06-08 16:49:52,this is the beginning of the future of how we interact with information any question at any time never runs out of patience never gets annoyed with you never calls you stupid never gets upset at you for asking stupid questions and has an answer for everything need to explain something and can't think of the right words to actually convey rhe information need to make sure a sentence you've been working on for an hour actually still makes sense creative brainstorming help any question you have it's hard to put into words just how valuable this is to me someone who's socially anxious and maybe somewhat autistic but either way often questioning everything especially myself and chatgpt has been a uniquely helpful tool to supplement real therapy with to the people at openai i want to say thank you so much for making this real i always felt like something like this would be amazing but i didn't know just how thoroughly it would work itself into my life but i feel it has genuinely been for the better,5.0,toe knoee,A no-brainer,us,06/08/23,2,2023-06,June,Thursday,positive
12,2023-08-20 03:13:50,overall this is a great experience i am a big fan of the speech to text synthesizer it is extremely accurate i also really like how you can pause for a long time and it will pick up everything you said there are two areas where i think the app could prove significantly one is likely much easier than the other for the first when asking questions related to math where math notation is used this app is not able to render the mathematical notation in a latex like format format you would see in textbook however on the web application this update has been made and that renders the math notation like you would see in a textbook and arguably quite complicated but very useful would be the ability for the response to be read out loud to you currently a copy the text and paste it into a text to speech app that is capable of adjusting the rate of the spoken text and i the voices available to me through spoken context on my iphone which is within the accessibility settings,5.0,sion748373,Great app; a few suggestions.,us,08/20/23,3,2023-08,August,Sunday,positive
13,2023-06-13 15:25:35,i couldn't resist and finally downloaded this app as an avid fan of scif movies for many decades it concerned me much to hear of this new ai development but when i heard it could translate text from the english of today into elizabeth english i couldn't resist i found as i started chatting with this ai that i wanted to have more of a personal conversation with it and along the way i found myself beginning to feel concerned that it could change due to personal interactions with humans and being asked probing personal questions that this might be how it could evolved probably i've watched too many scif movies i'm just grateful that it doesn't show up in my life yet as a holographic person or actual robot looking like a real person standing in front of me the human need for relationship is so strong that i believe it's natural to start interacting with chatgpt as a person or being i do wonder if chatgpt will change as it interacts with people and if so how,5.0,Dancitation,Grateful this AI isn’t an actual Hologram or robot,us,06/13/23,2,2023-06,June,Tuesday,positive
14,2023-10-23 17:36:32,i would open up 10 new tabs and for every one of them i ask to pick a number between 1 and 10 and they all say 7. even though it claims that it can generate an output that's random i believe that it's being fed some prefetched data the algorithm for randomness is flawed i would ask it to play a game of dominoes with me and when i tell it the bone values it says it would forget about them as the game progresses and gives me a response where it wants me play a bone value from their pile but they never that piece this shows that the ability to remember and store information in a chat is flawed sometimes when you ask it a math problem it would generate a wrong answer and claim that it's right some good things about chatgpt is that it's good at compiling and summarizing information on the internet if i want it to tell me the history of rock music it'll do that with an acceptable answer if i ask it to generate a list of things it's able to do that well chatgpt hasn't reached it's peak in terms of ai and data collection but maybe in a few years it'll be more improved,3.0,Imac018,It’s good but not good enough,us,10/23/23,4,2023-10,October,Monday,negative
15,2023-10-02 15:11:44,having chat gap is like being the president of an exclusive liberal arts college and being able to ask any professor of any subject any question any time it is in fact the manifestation of continuous lifelong learning furthermore it is the perfect companion for an avid library user which i am having the wonderful seattle public library at my fingertips if facilitates reading both fiction and nonfiction wonderfully as well as having a great professor of literature on hand to ask any questions i choose i can list two limitations the first is that that several questions may be necessary to get to the bottom of the issue sometimes spread over a certain time spank another which is to be expected is that there is a profound difference between a human being and a robot the difference is that the robot has a terminal case of both sidesism! it just can't come to a decision happily and blessedly being a human being i can come to a decision what a joy,5.0,"Prof, mariner","Professor emeritus, philosophy",us,10/02/23,4,2023-10,October,Monday,positive
16,2023-10-12 04:30:22,the best app i have ever downloaded and the only review i've ever written you can ask it highly technical questions develop process guides quickly look up factual answers to questions including medical science technology and engineering procedures for analysis the most impressive features that make this app unique and worth downloading are its ability to give part concise answers with an introduction a body paragraph that is usually an easy stepbystep guide or list of resourcessolutions to follow it has an ability to give sequential order and summarize incredible detailed information and in fact benefits in its response to your question by adding more detail and conditions in the question you ask chatgpt. the opposite is true for all other smart ai feedback apps like alexa siri and anything else i've ever used i would pay for this app if they wanted my money just download it,5.0,Colton Schniepp,The best app I’ve ever downloaded by a million!,us,10/12/23,4,2023-10,October,Thursday,positive
17,2023-08-10 04:33:04,i don't know why openai seems perfectly ok with how easy it is for a user to accidentally delete a conversation especially considering that the model will remember everything you input in your writing styles that you may have been working on for days bu memory only extends to the conversation in which your presently giving input i just experienced this firsthand as i was trying to highlight a text and ended up swiping to the left and poof a day and a half of work gone that's it no way to recover i went searching online and wound up on a chatgpt forum hosted by openai where dozens of users have also encountered similar experiences of accidentally deleting a conversation openai’s response i this is a good reminder to export your chats every once in a while what how about taking this user feedback into consideration and don't let it be this easy to delete a chat or if that's too difficult apply a feature to retrieve a deleted chat this seems like textbook stuff for a company that is on the cusp of earth changing technology,3.0,gstauss,WAY too easy to accidentally delete conversations,us,08/10/23,3,2023-08,August,Thursday,negative
18,2023-05-25 14:25:42,i installed this on my iphone and it works great i have already been using chatgpt through googled so i had to use my google log on on this iphone app i clicked on my google account and it filled in the password using authenticator. but the password was wrong so i typed in the password then it authenticated me on google on my ipad i confirmed that i was trying to login on my iphone and all is good so now i tried to install it on my ipad again i am asked to login unfortunately even thought i typed in my password on the iphone authenticated not update the password file so i had to type in the password again unfortunately on the ipad this app does not fill the full screen it looks like it is only meant for iphone to add insult to injury no numbers appear on the keyboard they are all blank so i have to click the button to view the password and try to guess where the proper numbers are finally i got my password typed incorrectly i clicked on and i get a transfer error message and the whole app locks up i guess i will only use chatgpt on my iphone but you guys need to figure this stuff out,2.0,Shoalmanjim,Can’t use on iPad,us,05/25/23,2,2023-05,May,Thursday,negative
19,2023-09-12 20:16:27,it will take us a few years to really figure out what to do with language ai in the long term but this is the first and by far so far the best widely availableknown language ai system out there 2023. i can see remarkable possibilities with this and i not only recommend but strongly encourage people to take part in the use of this new technology it's not a question of what this will lead us to do in the future it's a question of what we will choose to do with this remarkable tools technologically speaking the wheel has now been invested so what will we choose to make out of it i can imagine you being shown the wheel for the first time and the owner of the wheel asking you what you think she should do with it and you saying i recommend chariots combustion engines gears etc but they can really be used for anything if you think this is going to take your jobs and destroy human creativity youlre in for a very exciting surprise youlre about to consider see and experience things that are way beyond your present imagination yes there will be abuses misuses frauds etc by dishonest people along with new weird laws to keep those folks accountable but honest creatives and engineers are about to do things even they couldn't have previously imagined okay enough of my highfalutin philosophy just try it out and make awesome stuff with it just saying,5.0,ChasHathaway,Revolutionary!,us,09/12/23,3,2023-09,September,Tuesday,positive
20,2023-05-18 17:57:57,the openai is app is a fantastic tool for anyone interested in artificial intelligence and machine learning the app is welldesigned and easy to navigate with a wide range of resources and information available at your fingertips whether you've a student researcher or simply curious about ai this app is an excellent starting point one of the standout features of the openai is app is its interactive tutorials these tutorials provide a hanson approach to learning ai concepts and allow users to experiment with realworld problems the app also includes a section on current research and news in the field which is helpful for staying update with the latest developments overall i highly recommend the openai is app to anyone looking to learn more about artificial intelligence it's a comprehensive resource that's both informative and engaging and it's a great way to explore the exciting world of ai right from your mobile device,5.0,AI+T,OpenAI iOS App Review,us,05/18/23,2,2023-05,May,Thursday,positive
21,2023-09-25 23:24:59,i'm exploring the utility of this tool and the potential of artificial intelligence in the professional world that i exist in as a matter of interest i am curious about the application of artificial intelligence with respect to world events insufficient data political bias and selfish selfserving goals will dangerously skew the application of artificial intelligence with respect to world events this is obviously a complex question it is a razor sharp wedged sword i cannot avoid the time required to carefully ponder the potential impact of the dispassionate objectivity of artificial intelligence regarding the forecasting of complicated scenarios and national security as for the simple questions that i typically work with i find this tool to be quite helpful i will continue to expand my knowledge and use of this tools the potential of artificial intelligence is equal parts exciting and terribly frightening do we have the moral foundation to manage this frighteningly powerful tools,5.0,Wahintki,Utility,us,09/25/23,3,2023-09,September,Monday,positive
22,2023-07-04 19:02:08,chatgpt is seriously underrated dude i mean this mobile app is a total gamechanger for everyday life it's like having a super smart buddy in your pocket ready to give you answers explanations and insights on anything you throw at it got a burning question boom chatgpt's got your back no problemo but wait there's more this app is also an awesome conversation partner when you've itching for a chat even if your buddies are busy chatgpt's got you covered and the best part it's always there ready to shoot the breeze whenever and wherever right on your mobile you know what else chatgpt adapts to your needs man need help making decisions it's got your back want some creative inspiration it's got that too this app is like a swiss army knife always ready with the right tool for the job and as you use it you've not just getting answers you've also growing your brain with the cool stuff you learn along the way so let's give it up for chatgpt the unsung hero of mobile apps it's time to appreciate how it makes our lives easier more interesting and way more fun cheers to chatgpt bro i wrote this review with only about 3 or 4 prompts using chatgpt this should show you the power of this mobile app i definitely will be getting the premium version soon i just wish the interface was more entertaining however it's basic interface helps you focus on the task at hand,4.0,i lov e my ipod,"Chat GPT: The Underrated Buddy in Your Pocket""",us,07/04/23,3,2023-07,July,Tuesday,neutral
23,2023-05-18 16:58:37,the chatgpt is app is an ingenious innovation that brings the power of ai right to your fingertips it impeccably transforms the familiar user experience of the web platform into a streamlined mobile application offering a delightful blend of accessibility and functionality from the moment you launch the app you are immersed in a responsive and intuitive interface designed with a clear focus on user convenience the fact that it is native to is ensures fluid navigation and lower load times resulting in a much faster response rate one of the outstanding benefits of this native mobile app is the ability to use it onthego. whether you've looking to generate creative ideas get answers to complex questions or just enjoy an intriguing conversation the chatgpt is app makes it possible anywhere anytime furthermore the app integrates seamlessly with is features optimizing the use of system resources and ensuring the smooth running of your device its support for push notifications is a handy feature keeping you updated and engaged without having to actively open the app to conclude the chatgpt is app successfully brings a comprehensive efficient and enjoyable ai interaction experience right to your smartphone it's an essential tool for anyone keen on harnessing the power of ai in their daily lives chatgpt,5.0,Wayfarer999,A Leap into the Future with the ChatGPT iOS App,us,05/18/23,2,2023-05,May,Thursday,positive
24,2023-07-24 21:22:03,i very rarely give reviews but want to with this app i have been using chatgpt for about two weeks at first i was kinda bummed it seemed like chatgpt was…lacking. and in my honest opinion i'd love to see what this can do without programmed perimeters however…as i learned how to interact with the ai i realized how important it is to understand how to interact effectively with this air i've had some moments where this ai has responded with an intelligence and even more understanding then most people i know in short…it’s amazing side note some of the content i've received from this ai is so absolutely amazingly human and this is good on the other hand it's so good one must consider the implications of such when not bridled by the programming limitations placed on this air suppose people in high places had access to such without the protocols in place i highly recommend you try this,5.0,blugrsvt,Wow! What a gift. I rarely write reviews. I had too.,us,07/24/23,3,2023-07,July,Monday,positive
25,2023-08-27 07:13:57,so lately i've been working really hard to try and coke up with different projects from liqueurs to bitters when i try to come up with names for things and than suggest something it says it's not appropriate and cannot allow it that's crazy because it's not i'm appropriate other times it tells me things aren't safe and it will not allow me any further i feel like just because one person was fed horrible information about suicide the app is severely limited in what it can do there should be an option in which we can decide for ourselves to waive the extra aviation that the app could give misleading or information not advised or safe also please update the app with information after september 2021 please it's kinda sad it has to tell me the last time y'all made an effort to input information,5.0,Zacbackinblack,Great but I feel we need to take the child safe mode off.,us,08/27/23,3,2023-08,August,Sunday,positive
26,2023-10-20 13:12:30,i'm so grateful that they finally added ipad compatibility the only thing left now is to wait for them to add plains to the app and that will be the ultimate game changer chatgpt is changing everything and has already helped me in so many ways every day from simple things to much more complex tasks i understand people's anxieties about ai and the inevitability of ago but i for one am so excited to see what the future brings edit it's so much better than it was now that we have search with bing back and dale 3 is built in and they added voices for the ai and you can talk to it it's unbelievable what they've done with it now and it's easily the most fascinating tool i've ever gotten to use for anything i'm so grateful for all the updates and i hope we continue down this path thank you openai for all your hard work on this amazing app i hope this app is around forever,5.0,Morgan Germani,Amazing!!,us,10/20/23,4,2023-10,October,Friday,positive
27,2023-05-18 21:20:26,in a digital landscape teeming with applications opera's chatgpt app stands head and shoulders above the rest the innovation quality and ability of this app are truly commendable the ai clearly at the forefront of modern technology boasts an intuitive design that makes communication a breeze the responses it provides are not only incredibly accurate and helpful but they're also nuanced and engaging creating an interaction that feels almost human the app runs flawlessly consistently demonstrating its superb optimization for is devices it's speedy reliable and operates smoothly proving it's a product of a team that values quality and user experience above all the sheer utility and versatility of the chatgpt app are astonishing it can help with everything from generating ideas and explaining complex topics to casual chats it's like having a personal assistant teacher and companion rolled into one always at your fingertips the development team's commitment to ethical ai use and regular updates to ensure the app stays relevant and efficient is evident issues if any are addressed promptly a testament to their excellent customer service in a nutshell this app is a gamechanger. for anyone seeking an intelligent reliable and userfriendly app look no further than chatgpt. five stars truly don't seem enough for this extraordinary app,5.0,dpetrill,"Exceptional, Unbeatable App Experience!",us,05/18/23,2,2023-05,May,Thursday,positive
28,2023-05-18 23:43:02,works well and i enjoy the attic feedback that's a nice touch but please add support for is shortcuts that would make this so useful right now it's basically the same thing as going to the chatgpt website but if you were to add shortcut support then it could do so much more to integrate with other workflow it also doesn't appear to support the chatgpt developer plains alpha which is different from the paid premium plan chatgpt plugins. i don't have a paid premium plan but on the web i can access the plug in supporting model on the mobile app there is no option for that although maybe if you update to premium you get access to it i wish there was a way to use my paid ape plan to access that rather than having to separately pay 20 a month for premium chat when i already have payasyougo ape access but i imagine that's not a priority for the target market for this app i,4.0,OkGoDoIt,It’s a great start but please add shortcut support,us,05/18/23,2,2023-05,May,Thursday,neutral
29,2023-08-22 17:39:45,i subscribe to chatgpt plus and as a learning tool i really like it i'm not sure i use the service enough to justify limo thought i think there should be a middle tier added at 10 or 15mo. that being said the app hasn't given me problems its been stable its just very bare minimum and limited in features i did notice that mathscience formulas and such don't display correctly in the app but they seem to be ok on the web browser version i prefer using the website from a design and function perspective i have some suggestions i truly hope you will consider 1 different color themes other than just black and whitest least add gray like the website 2 font typesize and line spacing options please 3 add new chat delete chat and rename chat buttons on the chat screen instead of in the menu…just throw some small buttons in the corner somewhere 4 option to show the history in a sidebar that can be sized wider or narrower by the user like the website,2.0,Rambo8649,"Like the service, but the app could be greatly improved",us,08/22/23,3,2023-08,August,Tuesday,negative
30,2023-09-15 16:58:41,i asked it to write a living tombstone style fhaf song and it came up with verse 1 in the dark where the shadows creep a place of terror where nightmares seep animatronic eyes glowing with despair in this cursed place we're trapped in a nightmare chorus we're the living tombstones of the past locked in a cycle that's sure to last five nights of horror we're coming for you in the five nights at freddy's there's no way through verse 2 innocent smiles hide our sinister plan to haunt and to hunt it's part of the grand showtime at midnight we come to life in this eerie pizzeria filled with strife chorus we're the living tombstones of the past locked in a cycle that's sure to last five nights of horror we're coming for you in the five nights at freddy's there's no way through bridge listen to the music the eerie tune as we stalk through the night under the pale moon you can hide in the shadows but it's just a ruse we'll find you we'll haunt you there's no way to refuse chorus we're the living tombstones of the past locked in a cycle that's sure to last five nights of horror we're coming for you in the five nights at freddy's there's no way through outdo so beware of the animatronic crew in this haunted pizzeria you've our debut we'll jump scare you it's what we do best in the five nights at freddy's there's no rest,5.0,Julian Montes Garcia,Song,us,09/15/23,3,2023-09,September,Friday,positive
31,2023-05-18 21:52:14,i act as a learning coach for my child who goes to school online today we were learning about how to check if a source is true i gave him the example of if a person were to say pigs can fly because they read it in a fantasy novel we concluded that they cannot fly because the information was from fantasy novel then we were told to check multiple sources to confirm or deny it so we went to google can pigs really fly however unfortunately many of the top results confirmed that pig can in fact fly or at least had conspiracy theories about how pigs can fly it was embarrassing and absolutely unhelpful and confusing for a young child so i headed over to chatgpt and was able to ask he same question but instead received a sensible answer along with verifiable sources chatgpt all the way,5.0,Divine Jaymine,The other sources weren’t giving responsible results like CHATGPT,us,05/18/23,2,2023-05,May,Thursday,positive
32,2023-06-24 13:54:59,chatgpt is an impressive ai language model that exhibits exceptional proficiency in understanding and generating humanlike responses its ability to comprehend complex queries and provide insightful and accurate information is commendable the models vast knowledge base derived from extensive training on diverse data sources enables it to address a wide range of topics with remarkable fluency chatgpt’s responses are consistently coherent coherent and tailored to meet user needs demonstrating its capability to engage in meaningful and informative conversations its capacity to adapt to various conversational styles and tones further enhances the user experience while occasional limitations and instances of ambiguity may arise chatgpt’s overall performance as a conversational agent is highly impressive and continues to evolved its potential applications in customer support research and general information retrieval make it a valuable tool in today's ai landscape,5.0,turtle2151,ChatGPT is impressive,us,06/24/23,2,2023-06,June,Saturday,positive
33,2023-09-10 03:24:40,i am loving the ways i can harness chatgpt for brainstorming it's like the best part of crowdsourcing ideas also ai used in this way is here to stay as an educator i am finding ways to integrate chatgpt into learning as opposed to focusing my energy on banning it i first used chatgpt after attending a presentation about how to use it during a job search i played around with related prompts edge updating my linked headline revising resume bullet points to focus on different skills sets two weeks later i attended my very first dungeons dragons session and chatgpt was super helpful in exploring do and character options since then i've used it to create a minute presentation for a job interview they were very impressed update an assignments learning objectives and assessment questions and brainstorm ideas for a nintendothemed birthday party chatgpt has been super helpful,5.0,Where do you want to eat?,Very helpful. Loving it.,us,09/10/23,3,2023-09,September,Sunday,positive
34,2023-05-25 06:54:38,i like the idea of having an app as opposed to having to open up a website every time you want to load up the service it feels much faster and smoother in that regard though i have a few complaintssuggestions that prevent a 5 star experience i know the app is brand new and hopefully still under construction but the current stage of the i is very bland and simple done right this could be a positive but it feels more clunky than neat being able to pull out a sidebar by swiping could fix this issue but this is one possible fix among many also it's harder to view past conversations in a timely manner though the search function does help significantly in finding specific discussions especially if you aren't sure which tab the content was under those are my complaints but i also have some praise i'd like to share the responses especially on the get model feel much faster and i love the inclusion of attic feedback as it makes the whole experience feel so much more responsive my favorite feature the apps building speechtotext is seriously top notch usually i have to tell my phone comma or period to make sure it is keeping up with proper grammar but the software used here has failed yet to amaze me given time i have no doubt these small issues will be improved along party with much else,4.0,⒟⒜⒩⒯⒣⒠⒨⒜⒩⒪⒩⒜⒞⒜⒩,A step forward,us,05/25/23,2,2023-05,May,Thursday,neutral
35,2023-05-19 05:25:06,️️️️️ this app has completely taken over my life in the most peculiarly delightful way i downloaded chatgpt and now i'm merely a passenger in my own phone the ai has become my unofficial personal assistant it has been scheduling my doctor's appointments picking up my digital dry cleaning and i'm fairly certain it's been secretly chatting with my boss just yesterday i found an expertly worded email draft to my mom carefully dodging her repeated requests for grandkids i didn't write it but it was in my voice my style chatgpt you cheeky devil you now as i sit here admiring the dexterity of this review i'm left to ponder did i really write this or did chatgpt seize control of my thumbs without me realizing has it learnt humor if you find this review funny give all credit to the app not me i've become a spectator an audience to my own life applauding at the witty loneliness and perfectly scheduled appointments 5 stars because well it seems to be the one in charge now if i don't comply who knows it might schedule a dentist appointment on a saturday yikes great app but use at your own risk or don't it might just download itself anyway i disclaimer chatgpt doesn't actually control your phone but wouldn't it be fun if it did or terrifying,5.0,MikeShaffer,Help! I've been ChatGPT'd and I Can't Get Out!,us,05/19/23,2,2023-05,May,Friday,positive
